setting,description,fixture,n,reorder_label,nnz_L,reorder_ms,factor
1,Sprint 26 default (HEM, t=96),nos4,100,ND,809,27.9,skip
1,Sprint 26 default (HEM, t=96),bcsstk04,132,ND,3722,69.9,skip
1,Sprint 26 default (HEM, t=96),Kuu,7102,ND,881177,2650.5,skip
1,Sprint 26 default (HEM, t=96),bcsstk14,1806,ND,129292,496.4,skip
1,Sprint 26 default (HEM, t=96),s3rmt3m3,5357,ND,483195,1414.9,skip
1,Sprint 26 default (HEM, t=96),Pres_Poisson,14822,ND,2536427,4446.5,skip
2,Sprint 27 default (HCC + t=128),nos4,100,ND,637,0.2,skip
2,Sprint 27 default (HCC + t=128),bcsstk04,132,ND,3722,62.7,skip
2,Sprint 27 default (HCC + t=128),Kuu,7102,ND,764664,2716.1,skip
2,Sprint 27 default (HCC + t=128),bcsstk14,1806,ND,130422,225.9,skip
2,Sprint 27 default (HCC + t=128),s3rmt3m3,5357,ND,487832,2189.5,skip
2,Sprint 27 default (HCC + t=128),Pres_Poisson,14822,ND,2462201,3417.5,skip
3,Sprint 28 item-4 SUPERNODAL_POSTORDER=on (default coarsening),nos4,100,ND,637,0.2,skip
3,Sprint 28 item-4 SUPERNODAL_POSTORDER=on (default coarsening),bcsstk04,132,ND,3722,63.3,skip
3,Sprint 28 item-4 SUPERNODAL_POSTORDER=on (default coarsening),Kuu,7102,ND,764664,2823.1,skip
3,Sprint 28 item-4 SUPERNODAL_POSTORDER=on (default coarsening),bcsstk14,1806,ND,130422,230.6,skip
3,Sprint 28 item-4 SUPERNODAL_POSTORDER=on (default coarsening),s3rmt3m3,5357,ND,487832,2237.9,skip
3,Sprint 28 item-4 SUPERNODAL_POSTORDER=on (default coarsening),Pres_Poisson,14822,ND,2462201,3623.7,skip
4,Sprint 28 item-1 thick_restart × gain_noise_formal × linear,nos4,100,ND,637,0.2,skip
4,Sprint 28 item-1 thick_restart × gain_noise_formal × linear,bcsstk04,132,ND,3660,63.4,skip
4,Sprint 28 item-1 thick_restart × gain_noise_formal × linear,Kuu,7102,ND,1279823,1777.6,skip
4,Sprint 28 item-1 thick_restart × gain_noise_formal × linear,bcsstk14,1806,ND,146045,397.9,skip
4,Sprint 28 item-1 thick_restart × gain_noise_formal × linear,s3rmt3m3,5357,ND,526211,1403.7,skip
4,Sprint 28 item-1 thick_restart × gain_noise_formal × linear,Pres_Poisson,14822,ND,3110704,4251.1,skip
5,Sprint 28 item-1 thick_restart × gain_noise_formal × exponential,nos4,100,ND,637,0.2,skip
